region,category,parameter,mode,powertrain,year,unit,value,percentage
Israel,Historical,EV charging points,EV,Publicly available fast,2015,charging points,210,"21000,00%"
Israel,Historical,EV charging points,EV,Publicly available slow,2015,charging points,110000,"11000000,00%"
Israel,Historical,EV charging points,EV,Publicly available fast,2016,charging points,280000,"28000000,00%"
Israel,Historical,EV charging points,EV,Publicly available slow,2016,charging points,290.000.009.536.743,"29000000953674300,00%"
Israel,Historical,EV sales,Cars,BEV,2016,Vehicles,779.999.971.389.771,"77999997138977100,00%"
Israel,Historical,EV stock,Cars,BEV,2016,Vehicles,3,"300,00%"
Israel,Historical,EV sales,Cars,PHEV,2016,Vehicles,1,"100,00%"
Israel,Historical,EV stock,Cars,PHEV,2016,Vehicles,58000,"5800000,00%"
Israel,Historical,EV sales share,Cars,EV,2016,percent,9200,"920000,00%"
Israel,Historical,EV stock share,Cars,EV,2016,percent,3,"300,00%"
Israel,Historical,EV sales share,Buses,EV,2016,percent,690,"69000,00%"
Israel,Historical,EV stock share,Buses,EV,2016,percent,270,"27000,00%"
Israel,Historical,EV sales,Buses,BEV,2016,Vehicles,11,"1100,00%"
Israel,Historical,EV stock,Buses,BEV,2016,Vehicles,110.000.002.384.186,"11000000238418600,00%"
Israel,Historical,EV stock,Buses,BEV,2017,Vehicles,13.000.000.268.221,"1300000026822100,00%"
Israel,Historical,EV sales,Buses,BEV,2017,Vehicles,35.000.000.149.012,"3500000014901200,00%"
Israel,Historical,EV stock share,Buses,EV,2017,percent,49,"4900,00%"
Israel,Historical,EV sales share,Buses,EV,2017,percent,38,"3800,00%"
Israel,Historical,EV stock share,Cars,EV,2017,percent,8800,"880000,00%"
Israel,Historical,EV sales share,Cars,EV,2017,percent,130,"13000,00%"
Israel,Historical,EV stock,Cars,PHEV,2017,Vehicles,25000,"2500000,00%"
Israel,Historical,EV sales,Cars,PHEV,2017,Vehicles,16,"1600,00%"
Israel,Historical,EV stock,Cars,BEV,2017,Vehicles,180,"18000,00%"
Israel,Historical,EV sales,Cars,BEV,2017,Vehicles,6200,"620000,00%"
Israel,Historical,EV charging points,EV,Publicly available fast,2017,charging points,37000,"3700000,00%"
Israel,Historical,EV charging points,EV,Publicly available slow,2017,charging points,390,"39000,00%"
Israel,Historical,EV charging points,EV,Publicly available fast,2018,charging points,760,"76000,00%"
Israel,Historical,EV charging points,EV,Publicly available slow,2018,charging points,200000,"20000000,00%"
Israel,Historical,EV sales,Cars,BEV,2018,Vehicles,740,"74000,00%"
Israel,Historical,EV stock,Cars,BEV,2018,Vehicles,609.999.990.463.257,"60999999046325700,00%"
Israel,Historical,EV sales,Cars,PHEV,2018,Vehicles,120.000.004.768.372,"12000000476837200,00%"
Israel,Historical,EV stock,Cars,PHEV,2018,Vehicles,190,"19000,00%"
Israel,Historical,EV stock share,Cars,EV,2018,percent,190000,"19000000,00%"
Israel,Historical,EV sales share,Cars,EV,2018,percent,200,"20000,00%"
Israel,Historical,EV sales share,Buses,EV,2018,percent,310000,"31000000,00%"
Israel,Historical,EV stock share,Buses,EV,2018,percent,3.5,"4541500,00%"
Israel,Historical,EV sales,Buses,BEV,2018,Vehicles,839.999.973.773.956,"83999997377395600,00%"
Israel,Historical,EV stock,Buses,BEV,2018,Vehicles,14,"1400,00%"
Israel,Historical,EV stock,Buses,BEV,2019,Vehicles,129.999.995.231.628,"12999999523162800,00%"
Israel,Historical,EV sales,Buses,BEV,2019,Vehicles,110.000.002.384.186,"11000000238418600,00%"
Israel,Historical,EV stock share,Buses,EV,2019,percent,300000,"30000000,00%"
Israel,Historical,EV sales share,Buses,EV,2019,percent,860,"86000,00%"
Israel,Historical,EV sales share,Cars,EV,2019,percent,1500,"150000,00%"
Israel,Historical,EV stock share,Cars,EV,2019,percent,1100,"110000,00%"
Israel,Historical,EV stock,Cars,PHEV,2019,Vehicles,680,"68000,00%"
Israel,Historical,EV sales,Cars,PHEV,2019,Vehicles,259.999.990.463.257,"25999999046325700,00%"
Israel,Historical,EV stock,Cars,BEV,2019,Vehicles,2200,"220000,00%"
Israel,Historical,EV sales,Cars,BEV,2019,Vehicles,82.999.996.840.954,"8299999684095400,00%"
Israel,Historical,EV charging points,EV,Publicly available fast,2019,charging points,14,"1400,00%"
Israel,Historical,EV charging points,EV,Publicly available slow,2019,charging points,220,"22000,00%"
Israel,Historical,EV charging points,EV,Publicly available fast,2020,charging points,3000,"300000,00%"
Israel,Historical,EV sales,Cars,BEV,2020,Vehicles,3000,"300000,00%"
Israel,Historical,EV sales,Vans,BEV,2020,Vehicles,469.999.980.926.514,"46999998092651400,00%"
Israel,Historical,EV stock,Vans,BEV,2020,Vehicles,5400,"540000,00%"
Israel,Historical,EV stock,Cars,BEV,2020,Vehicles,30,"3000,00%"
Israel,Historical,EV sales,Cars,PHEV,2020,Vehicles,2400,"240000,00%"
Israel,Historical,EV stock,Cars,PHEV,2020,Vehicles,9600,"960000,00%"
Israel,Historical,EV stock share,Cars,EV,2020,percent,1,"100,00%"
Israel,Historical,EV sales share,Cars,EV,2020,percent,6.5,"4541800,00%"
Israel,Historical,EV sales share,Buses,EV,2020,percent,52,"5200,00%"
Israel,Historical,EV stock share,Buses,EV,2020,percent,2500,"250000,00%"
Israel,Historical,EV sales share,Vans,EV,2020,percent,190,"19000,00%"
Israel,Historical,EV stock share,Vans,EV,2020,percent,290,"29000,00%"
Israel,Historical,EV sales,Buses,BEV,2020,Vehicles,57.000.000.029.802,"5700000002980200,00%"
Israel,Historical,EV stock,Buses,BEV,2020,Vehicles,6,"600,00%"
Israel,Historical,EV sales,Buses,BEV,2021,Vehicles,230.000.004.172.325,"23000000417232500,00%"
Israel,Historical,EV stock share,Vans,EV,2021,percent,65.999.999.642.372,"6599999964237200,00%"
Israel,Historical,EV sales share,Vans,EV,2021,percent,23.000.000.044.704,"2300000004470400,00%"
Israel,Historical,EV stock share,Buses,EV,2021,percent,25,"2500,00%"
Israel,Historical,EV sales share,Buses,EV,2021,percent,330,"33000,00%"
Israel,Historical,EV sales share,Cars,EV,2021,percent,2200,"220000,00%"
Israel,Historical,EV stock share,Cars,EV,2021,percent,1100,"110000,00%"
Israel,Historical,EV stock,Cars,PHEV,2021,Vehicles,520.000.001.416,"52000000141600,00%"
Israel,Historical,EV sales,Cars,PHEV,2021,Vehicles,169.999.999.343,"16999999934300,00%"
Israel,Historical,EV stock,Cars,BEV,2021,Vehicles,150.000.007.125,"15000000712500,00%"
Israel,Historical,EV stock,Vans,BEV,2021,Vehicles,30,"3000,00%"
Israel,Historical,EV sales,Vans,BEV,2021,Vehicles,980.000.019.073.486,"98000001907348600,00%"
Israel,Historical,EV sales,Cars,BEV,2021,Vehicles,8.5,"4542000,00%"
Israel,Historical,EV stock,Buses,BEV,2021,Vehicles,50,"5000,00%"
Israel,Historical,EV sales,Vans,PHEV,2021,Vehicles,43,"4300,00%"
Israel,Historical,EV charging points,EV,Publicly available fast,2021,charging points,3100,"310000,00%"
Israel,Historical,EV charging points,EV,Publicly available fast,2022,charging points,12000,"1200000,00%"
Israel,Historical,EV charging points,EV,Publicly available slow,2022,charging points,119.999.997.317.791,"11999999731779100,00%"
Israel,Historical,EV sales,Vans,PHEV,2022,Vehicles,28.999.999.165.535,"2899999916553500,00%"
Israel,Historical,EV stock,Buses,BEV,2022,Vehicles,25,"2500,00%"
Israel,Historical,EV sales,Cars,BEV,2022,Vehicles,330,"33000,00%"
Israel,Historical,EV sales,Vans,BEV,2022,Vehicles,1000,"100000,00%"
Israel,Historical,EV stock,Vans,BEV,2022,Vehicles,4700,"470000,00%"
Israel,Historical,EV stock,Cars,BEV,2022,Vehicles,49,"4900,00%"
Israel,Historical,EV sales,Cars,PHEV,2022,Vehicles,2200,"220000,00%"
Israel,Historical,EV stock,Cars,PHEV,2022,Vehicles,1100,"110000,00%"
Israel,Historical,EV stock share,Cars,EV,2022,percent,49,"4900,00%"
Israel,Historical,EV sales share,Cars,EV,2022,percent,1000,"100000,00%"
Israel,Historical,EV sales share,Buses,EV,2022,percent,4700,"470000,00%"
Israel,Historical,EV stock share,Buses,EV,2022,percent,520.000.001.416,"52000000141600,00%"
Israel,Historical,EV sales share,Vans,EV,2022,percent,169.999.999.343,"16999999934300,00%"
Israel,Historical,EV stock share,Vans,EV,2022,percent,150.000.007.125,"15000000712500,00%"
Israel,Historical,EV sales,Buses,BEV,2022,Vehicles,30,"3000,00%"
Israel,Historical,EV sales,Buses,BEV,2023,Vehicles,980.000.019.073.486,"98000001907348600,00%"
Israel,Historical,EV stock share,Vans,EV,2023,percent,8.5,"4542000,00%"
Israel,Historical,EV sales share,Vans,EV,2023,percent,520.000.001.416,"52000000141600,00%"
Israel,Historical,EV stock share,Buses,EV,2023,percent,169.999.999.343,"16999999934300,00%"
Israel,Historical,EV sales share,Buses,EV,2023,percent,150.000.007.125,"15000000712500,00%"
Israel,Historical,EV sales share,Cars,EV,2023,percent,30,"3000,00%"
Israel,Historical,EV stock share,Cars,EV,2023,percent,980.000.019.073.486,"98000001907348600,00%"
Israel,Historical,EV stock,Cars,PHEV,2023,Vehicles,8.5,"4542000,00%"
Israel,Historical,EV sales,Cars,PHEV,2023,Vehicles,23.000.000.044.704,"2300000004470400,00%"
Israel,Historical,EV stock,Cars,BEV,2023,Vehicles,23.000.000.044.704,"2300000004470400,00%"
Israel,Historical,EV stock,Vans,BEV,2023,Vehicles,25,"2500,00%"
Israel,Historical,EV sales,Vans,BEV,2023,Vehicles,330,"33000,00%"
Israel,Historical,EV sales,Cars,BEV,2023,Vehicles,230.000.004.172.325,"23000000417232500,00%"
Israel,Historical,EV stock,Buses,BEV,2023,Vehicles,65.999.999.642.372,"6599999964237200,00%"
Israel,Historical,EV stock,Vans,PHEV,2023,Vehicles,119.999.997.317.791,"11999999731779100,00%"
Israel,Historical,EV charging points,EV,Publicly available fast,2023,charging points,28.999.999.165.535,"2899999916553500,00%"
Israel,Historical,EV charging points,EV,Publicly available slow,2023,charging points,6,"600,00%"
Italy,Historical,EV sales,Vans,BEV,2010,Vehicles,57.000.000.029.802,"5700000002980200,00%"
Italy,Historical,EV stock,Vans,BEV,2010,Vehicles,2200,"220000,00%"
Italy,Historical,EV sales,Cars,BEV,2010,Vehicles,1100,"110000,00%"
Italy,Historical,EV stock,Cars,BEV,2010,Vehicles,49,"4900,00%"
Italy,Historical,EV sales share,Vans,EV,2010,percent,1000,"100000,00%"
Italy,Historical,EV stock share,Vans,EV,2010,percent,4700,"470000,00%"
Italy,Historical,EV sales share,Cars,EV,2010,percent,3100,"310000,00%"
Italy,Historical,EV stock share,Cars,EV,2010,percent,12000,"1200000,00%"
Italy,Historical,EV stock share,Cars,EV,2011,percent,50,"5000,00%"
Italy,Historical,EV sales share,Cars,EV,2011,percent,43,"4300,00%"
Italy,Historical,EV stock share,Vans,EV,2011,percent,3100,"310000,00%"
Italy,Historical,EV sales share,Vans,EV,2011,percent,12000,"1200000,00%"
Italy,Historical,EV stock,Cars,BEV,2011,Vehicles,43,"4300,00%"
Italy,Historical,EV sales,Cars,BEV,2011,Vehicles,50,"5000,00%"
Italy,Historical,EV stock,Vans,BEV,2011,Vehicles,6,"600,00%"
Italy,Historical,EV sales,Vans,BEV,2011,Vehicles,57.000.000.029.802,"5700000002980200,00%"
Italy,Historical,EV sales,Vans,BEV,2012,Vehicles,230.000.004.172.325,"23000000417232500,00%"
Italy,Historical,EV stock,Vans,BEV,2012,Vehicles,65.999.999.642.372,"6599999964237200,00%"
Italy,Historical,EV sales,Vans,PHEV,2012,Vehicles,28.999.999.165.535,"2899999916553500,00%"
Italy,Historical,EV sales,Cars,BEV,2012,Vehicles,119.999.997.317.791,"11999999731779100,00%"
Italy,Historical,EV stock,Cars,BEV,2012,Vehicles,51,"5100,00%"
Italy,Historical,EV sales share,Vans,EV,2012,percent,50,"5000,00%"
Italy,Historical,EV stock share,Vans,EV,2012,percent,2500,"250000,00%"
Italy,Historical,EV sales share,Cars,EV,2012,percent,4000,"400000,00%"
Italy,Historical,EV stock share,Cars,EV,2012,percent,740.000.009.536.743,"74000000953674300,00%"
Italy,Historical,EV charging points,EV,Publicly available fast,2012,charging points,100.000.001.490.116,"10000000149011600,00%"
Italy,Historical,EV charging points,EV,Publicly available slow,2012,charging points,1500,"150000,00%"
Italy,Historical,EV charging points,EV,Publicly available fast,2013,charging points,45,"4500,00%"
Italy,Historical,EV charging points,EV,Publicly available slow,2013,charging points,2,"200,00%"
Italy,Historical,EV stock share,Cars,EV,2013,percent,3800,"380000,00%"
Italy,Historical,EV sales share,Cars,EV,2013,percent,5400,"540000,00%"
Italy,Historical,EV stock share,Vans,EV,2013,percent,15000,"1500000,00%"
Italy,Historical,EV sales share,Vans,EV,2013,percent,579.999.983.310.699,"57999998331069900,00%"
Italy,Historical,EV stock,Cars,BEV,2013,Vehicles,259.999.990.463.257,"25999999046325700,00%"
Italy,Historical,EV sales,Cars,BEV,2013,Vehicles,870.000.004.768.372,"87000000476837200,00%"
Italy,Historical,EV sales,Vans,PHEV,2013,Vehicles,319.999.992.847.443,"31999999284744300,00%"
Italy,Historical,EV stock,Vans,BEV,2013,Vehicles,360.000.014.305.115,"36000001430511500,00%"
Italy,Historical,EV sales,Vans,BEV,2013,Vehicles,109.999.999.404,"10999999940400,00%"
Italy,Historical,EV sales,Cars,PHEV,2013,Vehicles,24,"2400,00%"
Italy,Historical,EV stock,Cars,PHEV,2013,Vehicles,120,"12000,00%"
Italy,Historical,EV stock,Cars,PHEV,2014,Vehicles,44000,"4400000,00%"
Italy,Historical,EV sales,Cars,PHEV,2014,Vehicles,27000,"2700000,00%"
Italy,Historical,EV stock,Cars,FCEV,2014,Vehicles,35,"3500,00%"
Italy,Historical,EV sales,Cars,FCEV,2014,Vehicles,7,"700,00%"
Italy,Historical,EV sales,Vans,BEV,2014,Vehicles,55000,"5500000,00%"
Italy,Historical,EV stock,Vans,BEV,2014,Vehicles,13,"1300,00%"
Italy,Historical,EV sales,Cars,BEV,2014,Vehicles,1200,"120000,00%"
Italy,Historical,EV stock,Cars,BEV,2014,Vehicles,98,"9800,00%"
Italy,Historical,EV sales share,Vans,EV,2014,percent,53,"5300,00%"
Italy,Historical,EV stock share,Vans,EV,2014,percent,6300,"630000,00%"
Italy,Historical,EV sales share,Cars,EV,2014,percent,33000,"3300000,00%"
Italy,Historical,EV stock share,Cars,EV,2014,percent,590,"59000,00%"
Italy,Historical,EV charging points,EV,Publicly available fast,2014,charging points,879.999.995.231.628,"87999999523162800,00%"
Italy,Historical,EV charging points,EV,Publicly available slow,2014,charging points,150.000.005.960.464,"15000000596046400,00%"
Italy,Historical,EV charging points,EV,Publicly available fast,2015,charging points,600.000.023.841.858,"60000002384185800,00%"
Italy,Historical,EV charging points,EV,Publicly available slow,2015,charging points,430.000.019.073.486,"43000001907348600,00%"
Italy,Historical,EV stock share,Cars,EV,2015,percent,0.25,0.25
Italy,Historical,EV sales share,Cars,EV,2015,percent,309.999.990.463.257,"30999999046325700,00%"
Italy,Historical,EV stock share,Vans,EV,2015,percent,97,"9700,00%"
Italy,Historical,EV sales share,Vans,EV,2015,percent,1200,"120000,00%"
Italy,Historical,EV stock,Cars,BEV,2015,Vehicles,12000,"1200000,00%"
Italy,Historical,EV sales,Cars,BEV,2015,Vehicles,57,"5700,00%"
Italy,Historical,EV stock,Vans,BEV,2015,Vehicles,449.999.988.079.071,"44999998807907100,00%"
Italy,Historical,EV sales,Vans,BEV,2015,Vehicles,100,"10000,00%"
Italy,Historical,EV stock,Buses,FCEV,2015,Vehicles,10,"1000,00%"
Italy,Historical,EV sales,Cars,FCEV,2015,Vehicles,10,"1000,00%"
Italy,Historical,EV stock,Cars,FCEV,2015,Vehicles,21.999.999.880.791,"2199999988079100,00%"
Italy,Historical,EV sales,Cars,PHEV,2015,Vehicles,46.999.999.322,"4699999932200,00%"
Italy,Historical,EV stock,Cars,PHEV,2015,Vehicles,1500,"150000,00%"
Italy,Historical,EV stock,Cars,PHEV,2016,Vehicles,25.000.000.372.529,"2500000037252900,00%"
Italy,Historical,EV sales,Cars,PHEV,2016,Vehicles,109.999.999.403.954,"10999999940395400,00%"
Italy,Historical,EV stock,Cars,FCEV,2016,Vehicles,78.000.001.609.325,"7800000160932500,00%"
Italy,Historical,EV stock,Buses,FCEV,2016,Vehicles,239.999.994.635.582,"23999999463558200,00%"
Italy,Historical,EV sales,Vans,BEV,2016,Vehicles,0.75,0.75
Italy,Historical,EV stock,Vans,BEV,2016,Vehicles,7900,"790000,00%"
Italy,Historical,EV sales,Cars,BEV,2016,Vehicles,22000,"2200000,00%"
Italy,Historical,EV stock,Cars,BEV,2016,Vehicles,15000,"1500000,00%"
Italy,Historical,EV stock,Buses,BEV,2016,Vehicles,160000,"16000000,00%"
Italy,Historical,EV sales share,Vans,EV,2016,percent,55,"5500,00%"
Italy,Historical,EV stock share,Vans,EV,2016,percent,35,"3500,00%"
Italy,Historical,EV stock share,Buses,EV,2016,percent,4100,"410000,00%"
Italy,Historical,EV sales share,Cars,EV,2016,percent,15000,"1500000,00%"
Italy,Historical,EV stock share,Cars,EV,2016,percent,140000,"14000000,00%"
Italy,Historical,EV sales share,Buses,EV,2016,percent,490,"49000,00%"
Italy,Historical,EV sales,Buses,BEV,2016,Vehicles,10000,"1000000,00%"
Italy,Historical,EV charging points,EV,Publicly available fast,2016,charging points,15000,"1500000,00%"
Italy,Historical,EV charging points,EV,Publicly available slow,2016,charging points,52,"5200,00%"
Italy,Historical,EV charging points,EV,Publicly available fast,2017,charging points,37,"3700,00%"
Italy,Historical,EV charging points,EV,Publicly available slow,2017,charging points,1800,"180000,00%"
Italy,Historical,EV sales,Buses,BEV,2017,Vehicles,700,"70000,00%"
Italy,Historical,EV sales share,Buses,EV,2017,percent,24000,"2400000,00%"
Italy,Historical,EV stock share,Cars,EV,2017,percent,8700,"870000,00%"
Italy,Historical,EV sales share,Cars,EV,2017,percent,10000,"1000000,00%"
Italy,Historical,EV stock share,Buses,EV,2017,percent,5000,"500000,00%"
Italy,Historical,EV stock share,Vans,EV,2017,percent,31000,"3100000,00%"
Italy,Historical,EV sales share,Vans,EV,2017,percent,120000,"12000000,00%"
Italy,Historical,EV stock,Buses,BEV,2017,Vehicles,16000,"1600000,00%"
Italy,Historical,EV stock,Cars,BEV,2017,Vehicles,60,"6000,00%"
Italy,Historical,EV sales,Cars,BEV,2017,Vehicles,629.999.995.231.628,"62999999523162800,00%"
Italy,Historical,EV stock,Vans,BEV,2017,Vehicles,6,"600,00%"
Italy,Historical,EV sales,Vans,PHEV,2017,Vehicles,259.999.990.463.257,"25999999046325700,00%"
Italy,Historical,EV sales,Vans,BEV,2017,Vehicles,479.999.989.271.164,"47999998927116400,00%"
Italy,Historical,EV stock,Buses,FCEV,2017,Vehicles,740.000.009.536.743,"74000000953674300,00%"
Italy,Historical,EV stock,Cars,FCEV,2017,Vehicles,240.000.009.536.743,"24000000953674300,00%"
Italy,Historical,EV sales,Cars,PHEV,2017,Vehicles,9800,"980000,00%"
Italy,Historical,EV stock,Cars,PHEV,2017,Vehicles,37000,"3700000,00%"
Italy,Historical,EV stock,Cars,PHEV,2018,Vehicles,310,"31000,00%"
Italy,Historical,EV sales,Cars,PHEV,2018,Vehicles,73,"7300,00%"
Italy,Historical,EV stock,Cars,FCEV,2018,Vehicles,259.999.990.463.257,"25999999046325700,00%"
Italy,Historical,EV sales,Cars,FCEV,2018,Vehicles,110.000.002.384.186,"11000000238418600,00%"
Italy,Historical,EV stock,Cars,BEV,2018,Vehicles,450,"45000,00%"
Italy,Historical,EV stock,Buses,FCEV,2018,Vehicles,2500,"250000,00%"
Italy,Historical,EV sales,Vans,BEV,2018,Vehicles,2700,"270000,00%"
Italy,Historical,EV stock,Vans,BEV,2018,Vehicles,11,"1100,00%"
Italy,Historical,EV sales,Cars,BEV,2018,Vehicles,35.000.000.149.012,"3500000014901200,00%"
Italy,Historical,EV stock,Buses,BEV,2018,Vehicles,449.999.988.079.071,"44999998807907100,00%"
Italy,Historical,EV sales share,Vans,EV,2018,percent,76,"7600,00%"
Italy,Historical,EV stock share,Vans,EV,2018,percent,1100,"110000,00%"
